,,,,All Type of Report (All Grades) for 01-Jan-2023 to 31-Dec-2025,,,
Jammu and Kashmir,Vegetables,Onion,July-2024,4566.60,Metric Tonnes,3463.73,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,July-2024,4698.80,Metric Tonnes,2368.50,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,July-2024,3203.50,Metric Tonnes,4838.27,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,August-2024,4602.20,Metric Tonnes,3886.25,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,August-2024,5102.30,Metric Tonnes,2314.34,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,August-2024,4192.65,Metric Tonnes,3542.82,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,September-2024,4625.65,Metric Tonnes,4678.17,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,September-2024,4835.40,Metric Tonnes,2095.83,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,September-2024,4328.65,Metric Tonnes,3472.14,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,October-2024,5427.65,Metric Tonnes,4730.90,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,October-2024,5539.90,Metric Tonnes,2188.68,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,October-2024,3812.15,Metric Tonnes,5317.67,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,November-2024,6819.20,Metric Tonnes,4593.73,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,November-2024,6854.05,Metric Tonnes,2475.72,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,November-2024,5002.50,Metric Tonnes,3418.56,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,December-2024,6647.05,Metric Tonnes,3612.01,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,December-2024,6732.95,Metric Tonnes,2361.61,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,December-2024,5028.25,Metric Tonnes,3275.52,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,January-2025,5663.40,Metric Tonnes,2831.97,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,January-2025,6040.40,Metric Tonnes,1248.02,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,January-2025,5405.50,Metric Tonnes,1747.12,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,February-2025,5437.20,Metric Tonnes,2945.83,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,February-2025,5656.15,Metric Tonnes,1149.65,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,February-2025,5016.70,Metric Tonnes,1655.97,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,March-2025,6498.30,Metric Tonnes,2576.50,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,March-2025,6640.10,Metric Tonnes,1255.34,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,March-2025,5221.20,Metric Tonnes,1567.97,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,April-2025,6095.20,Metric Tonnes,1863.11,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,April-2025,6118.80,Metric Tonnes,1262.14,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,April-2025,5084.50,Metric Tonnes,1725.97,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,May-2025,7038.00,Metric Tonnes,1702.28,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,May-2025,7225.20,Metric Tonnes,1298.82,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,May-2025,6440.30,Metric Tonnes,1438.97,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,June-2025,4699.30,Metric Tonnes,1720.27,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,June-2025,4272.20,Metric Tonnes,1315.97,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,June-2025,3575.60,Metric Tonnes,2286.51,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,July-2025,6740.20,Metric Tonnes,1896.74,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,July-2025,6762.20,Metric Tonnes,1374.05,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,July-2025,4787.20,Metric Tonnes,3480.59,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,August-2025,6852.50,Metric Tonnes,1990.10,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,August-2025,6811.80,Metric Tonnes,1414.20,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,August-2025,4159.70,Metric Tonnes,4413.01,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,September-2025,6651.90,Metric Tonnes,1911.05,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,September-2025,5980.30,Metric Tonnes,1500.73,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,September-2025,4857.70,Metric Tonnes,2615.82,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,October-2025,7607.80,Metric Tonnes,1751.89,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,October-2025,7184.00,Metric Tonnes,1494.03,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,October-2025,6104.30,Metric Tonnes,2377.72,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,November-2025,5330.80,Metric Tonnes,1766.67,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,November-2025,5426.00,Metric Tonnes,1597.64,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,November-2025,4024.70,Metric Tonnes,3028.43,Rs./Quintal
Jammu and Kashmir,Vegetables,Onion,December-2025,8200.60,Metric Tonnes,2532.03,Rs./Quintal
Jammu and Kashmir,Vegetables,Potato,December-2025,5131.30,Metric Tonnes,1260.88,Rs./Quintal
Jammu and Kashmir,Vegetables,Tomato,December-2025,2404.00,Metric Tonnes,3996.14,Rs./Quintal
Jharkhand,Vegetables,Potato,January-2023,13.00,Metric Tonnes,1200.00,Rs./Quintal
Jharkhand,Vegetables,Tomato,January-2023,9.00,Metric Tonnes,700.00,Rs./Quintal
Karnataka,Vegetables,Onion,January-2023,90472.00,Metric Tonnes,1364.54,Rs./Quintal
Karnataka,Vegetables,Potato,January-2023,37884.00,Metric Tonnes,2115.51,Rs./Quintal
Karnataka,Vegetables,Tomato,January-2023,28383.00,Metric Tonnes,1070.18,Rs./Quintal
Karnataka,Vegetables,Onion,February-2023,85911.00,Metric Tonnes,1001.25,Rs./Quintal
Karnataka,Vegetables,Potato,February-2023,34505.00,Metric Tonnes,1472.65,Rs./Quintal
Karnataka,Vegetables,Tomato,February-2023,21691.00,Metric Tonnes,1187.88,Rs./Quintal
Karnataka,Vegetables,Onion,March-2023,96212.00,Metric Tonnes,1018.42,Rs./Quintal
Karnataka,Vegetables,Potato,March-2023,37590.00,Metric Tonnes,1164.79,Rs./Quintal
Karnataka,Vegetables,Tomato,March-2023,24383.00,Metric Tonnes,931.21,Rs./Quintal
Karnataka,Vegetables,Onion,April-2023,80779.00,Metric Tonnes,907.13,Rs./Quintal
Karnataka,Vegetables,Potato,April-2023,32122.00,Metric Tonnes,1284.79,Rs./Quintal
Karnataka,Vegetables,Tomato,April-2023,36035.00,Metric Tonnes,540.98,Rs./Quintal
Karnataka,Vegetables,Onion,May-2023,87478.00,Metric Tonnes,840.62,Rs./Quintal
Karnataka,Vegetables,Potato,May-2023,37135.00,Metric Tonnes,1577.67,Rs./Quintal
Karnataka,Vegetables,Tomato,May-2023,44398.00,Metric Tonnes,737.94,Rs./Quintal
Karnataka,Vegetables,Onion,June-2023,80178.00,Metric Tonnes,1104.50,Rs./Quintal
Karnataka,Vegetables,Potato,June-2023,38049.00,Metric Tonnes,1575.78,Rs./Quintal
Karnataka,Vegetables,Tomato,June-2023,66946.00,Metric Tonnes,2105.51,Rs./Quintal
Karnataka,Vegetables,Onion,July-2023,59824.00,Metric Tonnes,1356.19,Rs./Quintal
Karnataka,Vegetables,Potato,July-2023,31800.00,Metric Tonnes,1653.45,Rs./Quintal
Karnataka,Vegetables,Tomato,July-2023,59038.00,Metric Tonnes,5980.51,Rs./Quintal
Karnataka,Vegetables,Onion,August-2023,62571.00,Metric Tonnes,1767.51,Rs./Quintal
Karnataka,Vegetables,Potato,August-2023,39473.00,Metric Tonnes,1800.45,Rs./Quintal
Karnataka,Vegetables,Tomato,August-2023,63375.00,Metric Tonnes,3044.28,Rs./Quintal
Karnataka,Vegetables,Onion,September-2023,44119.00,Metric Tonnes,1980.67,Rs./Quintal
Karnataka,Vegetables,Potato,September-2023,27364.00,Metric Tonnes,1741.22,Rs./Quintal
Karnataka,Vegetables,Tomato,September-2023,77628.00,Metric Tonnes,765.65,Rs./Quintal
Karnataka,Vegetables,Onion,October-2023,87572.00,Metric Tonnes,2847.88,Rs./Quintal
Karnataka,Vegetables,Potato,October-2023,33479.00,Metric Tonnes,1736.09,Rs./Quintal
Karnataka,Vegetables,Tomato,October-2023,68636.00,Metric Tonnes,774.62,Rs./Quintal
Karnataka,Vegetables,Onion,November-2023,97399.00,Metric Tonnes,3352.93,Rs./Quintal
Karnataka,Vegetables,Potato,November-2023,32393.00,Metric Tonnes,1723.08,Rs./Quintal
Karnataka,Vegetables,Tomato,November-2023,46775.00,Metric Tonnes,1423.89,Rs./Quintal
Karnataka,Vegetables,Onion,December-2023,101471.00,Metric Tonnes,2558.44,Rs./Quintal
Karnataka,Vegetables,Potato,December-2023,37777.00,Metric Tonnes,1867.91,Rs./Quintal
Karnataka,Vegetables,Tomato,December-2023,37359.00,Metric Tonnes,1223.31,Rs./Quintal
Karnataka,Vegetables,Onion,January-2024,76550.00,Metric Tonnes,1493.18,Rs./Quintal
Karnataka,Vegetables,Potato,January-2024,27238.00,Metric Tonnes,1858.73,Rs./Quintal
Karnataka,Vegetables,Tomato,January-2024,28204.00,Metric Tonnes,1200.82,Rs./Quintal
Karnataka,Vegetables,Onion,February-2024,58977.00,Metric Tonnes,1530.37,Rs./Quintal
Karnataka,Vegetables,Potato,February-2024,24246.00,Metric Tonnes,1723.37,Rs./Quintal
Karnataka,Vegetables,Tomato,February-2024,35303.00,Metric Tonnes,1001.11,Rs./Quintal
Karnataka,Vegetables,Onion,March-2024,88594.00,Metric Tonnes,1358.24,Rs./Quintal
Karnataka,Vegetables,Potato,March-2024,33154.00,Metric Tonnes,1855.88,Rs./Quintal
Karnataka,Vegetables,Tomato,March-2024,31911.00,Metric Tonnes,949.65,Rs./Quintal
Karnataka,Vegetables,Onion,April-2024,54220.00,Metric Tonnes,1344.71,Rs./Quintal
Karnataka,Vegetables,Potato,April-2024,22684.00,Metric Tonnes,2475.94,Rs./Quintal
Karnataka,Vegetables,Tomato,April-2024,27290.00,Metric Tonnes,1111.77,Rs./Quintal
Karnataka,Vegetables,Onion,May-2024,67145.00,Metric Tonnes,1565.56,Rs./Quintal
Karnataka,Vegetables,Potato,May-2024,41328.00,Metric Tonnes,2636.99,Rs./Quintal
Karnataka,Vegetables,Tomato,May-2024,48206.00,Metric Tonnes,1329.07,Rs./Quintal
Karnataka,Vegetables,Onion,June-2024,68456.00,Metric Tonnes,2279.61,Rs./Quintal
Karnataka,Vegetables,Potato,June-2024,37904.00,Metric Tonnes,2889.51,Rs./Quintal
Karnataka,Vegetables,Tomato,June-2024,52681.00,Metric Tonnes,2910.60,Rs./Quintal
Karnataka,Vegetables,Onion,July-2024,57422.00,Metric Tonnes,2598.49,Rs./Quintal
Karnataka,Vegetables,Potato,July-2024,35238.00,Metric Tonnes,3035.89,Rs./Quintal
Karnataka,Vegetables,Tomato,July-2024,126503.00,Metric Tonnes,2860.83,Rs./Quintal
Karnataka,Vegetables,Onion,August-2024,54956.00,Metric Tonnes,2977.04,Rs./Quintal
Karnataka,Vegetables,Potato,August-2024,35039.00,Metric Tonnes,2584.81,Rs./Quintal
Karnataka,Vegetables,Tomato,August-2024,122115.00,Metric Tonnes,1292.42,Rs./Quintal
Karnataka,Vegetables,Onion,September-2024,91740.00,Metric Tonnes,3233.18,Rs./Quintal
Karnataka,Vegetables,Potato,September-2024,33214.00,Metric Tonnes,2702.27,Rs./Quintal
Karnataka,Vegetables,Tomato,September-2024,57688.00,Metric Tonnes,1610.47,Rs./Quintal
Karnataka,Vegetables,Onion,October-2024,160340.00,Metric Tonnes,2879.51,Rs./Quintal
Karnataka,Vegetables,Potato,October-2024,32634.00,Metric Tonnes,2818.62,Rs./Quintal
Karnataka,Vegetables,Tomato,October-2024,48215.00,Metric Tonnes,2211.88,Rs./Quintal
Karnataka,Vegetables,Onion,November-2024,60663.00,Metric Tonnes,3070.89,Rs./Quintal
Karnataka,Vegetables,Potato,November-2024,9496.00,Metric Tonnes,2732.81,Rs./Quintal
Karnataka,Vegetables,Tomato,November-2024,43164.00,Metric Tonnes,1502.26,Rs./Quintal
Karnataka,Vegetables,Onion,December-2024,66147.00,Metric Tonnes,3140.95,Rs./Quintal
Karnataka,Vegetables,Potato,December-2024,27505.00,Metric Tonnes,2947.67,Rs./Quintal
Karnataka,Vegetables,Tomato,December-2024,36777.00,Metric Tonnes,1228.16,Rs./Quintal
Karnataka,Vegetables,Onion,January-2025,70766.00,Metric Tonnes,2444.30,Rs./Quintal
Karnataka,Vegetables,Potato,January-2025,33462.00,Metric Tonnes,2393.61,Rs./Quintal
Karnataka,Vegetables,Tomato,January-2025,30250.00,Metric Tonnes,740.93,Rs./Quintal
Karnataka,Vegetables,Onion,February-2025,43487.00,Metric Tonnes,2535.92,Rs./Quintal
Karnataka,Vegetables,Potato,February-2025,17436.00,Metric Tonnes,1759.63,Rs./Quintal
Karnataka,Vegetables,Tomato,February-2025,23364.00,Metric Tonnes,792.49,Rs./Quintal
Karnataka,Vegetables,Onion,March-2025,7347.00,Metric Tonnes,2268.34,Rs./Quintal
Karnataka,Vegetables,Potato,March-2025,1964.00,Metric Tonnes,1633.98,Rs./Quintal
Karnataka,Vegetables,Tomato,March-2025,15669.00,Metric Tonnes,611.83,Rs./Quintal
Karnataka,Vegetables,Onion,April-2025,12155.00,Metric Tonnes,1417.24,Rs./Quintal
Karnataka,Vegetables,Potato,April-2025,3203.00,Metric Tonnes,1603.26,Rs./Quintal
Karnataka,Vegetables,Tomato,April-2025,20760.00,Metric Tonnes,627.14,Rs./Quintal
Karnataka,Vegetables,Onion,May-2025,11947.00,Metric Tonnes,1414.89,Rs./Quintal
Karnataka,Vegetables,Potato,May-2025,3120.00,Metric Tonnes,1766.04,Rs./Quintal
Karnataka,Vegetables,Tomato,May-2025,40731.00,Metric Tonnes,605.84,Rs./Quintal
Karnataka,Vegetables,Onion,June-2025,10851.00,Metric Tonnes,1461.48,Rs./Quintal
Karnataka,Vegetables,Potato,June-2025,4833.00,Metric Tonnes,1673.55,Rs./Quintal
Karnataka,Vegetables,Tomato,June-2025,95443.00,Metric Tonnes,1267.31,Rs./Quintal
Karnataka,Vegetables,Onion,July-2025,10240.00,Metric Tonnes,1557.49,Rs./Quintal
Karnataka,Vegetables,Potato,July-2025,5921.00,Metric Tonnes,1517.48,Rs./Quintal
Karnataka,Vegetables,Tomato,July-2025,75370.00,Metric Tonnes,1741.28,Rs./Quintal
Karnataka,Vegetables,Onion,August-2025,6865.00,Metric Tonnes,1474.28,Rs./Quintal
Karnataka,Vegetables,Potato,August-2025,3007.00,Metric Tonnes,1591.29,Rs./Quintal
Karnataka,Vegetables,Tomato,August-2025,50933.40,Metric Tonnes,1952.23,Rs./Quintal
Karnataka,Vegetables,Onion,September-2025,6899.42,Metric Tonnes,1184.23,Rs./Quintal
Karnataka,Vegetables,Potato,September-2025,2007.85,Metric Tonnes,1587.42,Rs./Quintal
Karnataka,Vegetables,Tomato,September-2025,30137.15,Metric Tonnes,1157.03,Rs./Quintal
Karnataka,Vegetables,Onion,October-2025,3558.72,Metric Tonnes,988.85,Rs./Quintal
Karnataka,Vegetables,Potato,October-2025,432.99,Metric Tonnes,1666.24,Rs./Quintal
Karnataka,Vegetables,Tomato,October-2025,2920.03,Metric Tonnes,1270.85,Rs./Quintal
Karnataka,Vegetables,Onion,November-2025,45325.16,Metric Tonnes,927.89,Rs./Quintal
Karnataka,Vegetables,Potato,November-2025,16478.90,Metric Tonnes,1929.56,Rs./Quintal
Karnataka,Vegetables,Tomato,November-2025,15337.89,Metric Tonnes,1870.97,Rs./Quintal
Karnataka,Vegetables,Onion,December-2025,89982.40,Metric Tonnes,1340.90,Rs./Quintal
Karnataka,Vegetables,Potato,December-2025,35496.00,Metric Tonnes,1867.71,Rs./Quintal
Karnataka,Vegetables,Tomato,December-2025,11610.90,Metric Tonnes,2259.17,Rs./Quintal
Keralam,Vegetables,Onion,January-2023,8454.36,Metric Tonnes,3675.41,Rs./Quintal
Keralam,Vegetables,Potato,January-2023,8804.44,Metric Tonnes,19427.61,Rs./Quintal
Keralam,Vegetables,Tomato,January-2023,6456.93,Metric Tonnes,12084.68,Rs./Quintal
Keralam,Vegetables,Onion,February-2023,7799.13,Metric Tonnes,2501.84,Rs./Quintal
Keralam,Vegetables,Potato,February-2023,9381.05,Metric Tonnes,19773.78,Rs./Quintal
Keralam,Vegetables,Tomato,February-2023,6914.15,Metric Tonnes,12795.97,Rs./Quintal
Keralam,Vegetables,Onion,March-2023,9550.88,Metric Tonnes,2391.57,Rs./Quintal
Keralam,Vegetables,Potato,March-2023,10586.99,Metric Tonnes,17670.64,Rs./Quintal
Keralam,Vegetables,Tomato,March-2023,7778.85,Metric Tonnes,11579.99,Rs./Quintal
Keralam,Vegetables,Onion,April-2023,7736.38,Metric Tonnes,2504.07,Rs./Quintal
Keralam,Vegetables,Potato,April-2023,3831.63,Metric Tonnes,2205.18,Rs./Quintal
Keralam,Vegetables,Tomato,April-2023,3648.19,Metric Tonnes,1730.06,Rs./Quintal
Keralam,Vegetables,Onion,May-2023,19877.62,Metric Tonnes,5348.48,Rs./Quintal
Keralam,Vegetables,Potato,May-2023,4519.43,Metric Tonnes,2344.43,Rs./Quintal
Keralam,Vegetables,Tomato,May-2023,4165.62,Metric Tonnes,1953.15,Rs./Quintal
Keralam,Vegetables,Onion,June-2023,8951.81,Metric Tonnes,2993.70,Rs./Quintal
Keralam,Vegetables,Potato,June-2023,5647.24,Metric Tonnes,2274.79,Rs./Quintal
Keralam,Vegetables,Tomato,June-2023,4467.67,Metric Tonnes,3343.67,Rs./Quintal
Keralam,Vegetables,Onion,July-2023,8754.19,Metric Tonnes,3077.38,Rs./Quintal
Keralam,Vegetables,Potato,July-2023,5523.46,Metric Tonnes,2287.46,Rs./Quintal
Keralam,Vegetables,Tomato,July-2023,2497.06,Metric Tonnes,7304.28,Rs./Quintal
Keralam,Vegetables,Onion,August-2023,8146.78,Metric Tonnes,3491.61,Rs./Quintal
Keralam,Vegetables,Potato,August-2023,4897.30,Metric Tonnes,2484.88,Rs./Quintal
Keralam,Vegetables,Tomato,August-2023,2793.78,Metric Tonnes,4069.34,Rs./Quintal
Keralam,Vegetables,Onion,September-2023,7738.66,Metric Tonnes,3673.10,Rs./Quintal
Keralam,Vegetables,Potato,September-2023,3906.01,Metric Tonnes,2755.36,Rs./Quintal
Keralam,Vegetables,Tomato,September-2023,3433.98,Metric Tonnes,1777.02,Rs./Quintal
Keralam,Vegetables,Onion,October-2023,7795.49,Metric Tonnes,4998.48,Rs./Quintal
Keralam,Vegetables,Potato,October-2023,4058.20,Metric Tonnes,2977.22,Rs./Quintal
Keralam,Vegetables,Tomato,October-2023,3690.04,Metric Tonnes,1709.81,Rs./Quintal
Keralam,Vegetables,Onion,November-2023,7522.61,Metric Tonnes,6228.72,Rs./Quintal
Keralam,Vegetables,Potato,November-2023,3733.01,Metric Tonnes,3123.79,Rs./Quintal
Keralam,Vegetables,Tomato,November-2023,3530.92,Metric Tonnes,3176.39,Rs./Quintal
Keralam,Vegetables,Onion,December-2023,7061.29,Metric Tonnes,5116.03,Rs./Quintal
Keralam,Vegetables,Potato,December-2023,3431.20,Metric Tonnes,3150.17,Rs./Quintal
Keralam,Vegetables,Tomato,December-2023,2707.23,Metric Tonnes,3627.77,Rs./Quintal
Keralam,Vegetables,Onion,January-2024,8503.93,Metric Tonnes,3300.75,Rs./Quintal
Keralam,Vegetables,Potato,January-2024,4392.52,Metric Tonnes,2990.80,Rs./Quintal
Keralam,Vegetables,Tomato,January-2024,3564.89,Metric Tonnes,3087.57,Rs./Quintal
Keralam,Vegetables,Onion,February-2024,8578.11,Metric Tonnes,2872.88,Rs./Quintal
Keralam,Vegetables,Potato,February-2024,6057.46,Metric Tonnes,3349.04,Rs./Quintal
Keralam,Vegetables,Tomato,February-2024,3637.13,Metric Tonnes,2993.23,Rs./Quintal
Keralam,Vegetables,Onion,March-2024,7452.83,Metric Tonnes,2865.92,Rs./Quintal
Keralam,Vegetables,Potato,March-2024,6704.42,Metric Tonnes,3346.24,Rs./Quintal
Keralam,Vegetables,Tomato,March-2024,7842.68,Metric Tonnes,4097.40,Rs./Quintal
Keralam,Vegetables,Onion,April-2024,10994.28,Metric Tonnes,3407.74,Rs./Quintal
Keralam,Vegetables,Potato,April-2024,4095.41,Metric Tonnes,3687.93,Rs./Quintal
Keralam,Vegetables,Tomato,April-2024,5590.61,Metric Tonnes,3649.76,Rs./Quintal
Keralam,Vegetables,Onion,May-2024,8937.92,Metric Tonnes,3574.33,Rs./Quintal
Keralam,Vegetables,Potato,May-2024,4267.33,Metric Tonnes,3906.28,Rs./Quintal
Keralam,Vegetables,Tomato,May-2024,3579.42,Metric Tonnes,3429.78,Rs./Quintal
Keralam,Vegetables,Onion,June-2024,8915.80,Metric Tonnes,4401.82,Rs./Quintal
Keralam,Vegetables,Potato,June-2024,4212.28,Metric Tonnes,4056.58,Rs./Quintal
Keralam,Vegetables,Tomato,June-2024,3609.08,Metric Tonnes,5702.38,Rs./Quintal
Keralam,Vegetables,Onion,July-2024,11433.15,Metric Tonnes,4528.43,Rs./Quintal
Keralam,Vegetables,Potato,July-2024,5688.80,Metric Tonnes,4377.12,Rs./Quintal
Keralam,Vegetables,Tomato,July-2024,4081.64,Metric Tonnes,5122.08,Rs./Quintal
Keralam,Vegetables,Onion,August-2024,10854.57,Metric Tonnes,4524.16,Rs./Quintal
Keralam,Vegetables,Potato,August-2024,5526.36,Metric Tonnes,4165.70,Rs./Quintal
Keralam,Vegetables,Tomato,August-2024,3758.65,Metric Tonnes,2500.16,Rs./Quintal
Keralam,Vegetables,Onion,September-2024,10611.51,Metric Tonnes,5403.50,Rs./Quintal
Keralam,Vegetables,Potato,September-2024,5463.92,Metric Tonnes,4158.93,Rs./Quintal
Keralam,Vegetables,Tomato,September-2024,4242.45,Metric Tonnes,3138.64,Rs./Quintal
Keralam,Vegetables,Onion,October-2024,11750.50,Metric Tonnes,5458.51,Rs./Quintal
Keralam,Vegetables,Potato,October-2024,5932.80,Metric Tonnes,4144.58,Rs./Quintal
Keralam,Vegetables,Tomato,October-2024,4145.22,Metric Tonnes,4871.71,Rs./Quintal
Keralam,Vegetables,Onion,November-2024,9892.70,Metric Tonnes,6394.64,Rs./Quintal
Keralam,Vegetables,Potato,November-2024,5318.47,Metric Tonnes,4227.05,Rs./Quintal
Keralam,Vegetables,Tomato,November-2024,4077.76,Metric Tonnes,3038.76,Rs./Quintal
Keralam,Vegetables,Onion,December-2024,10634.31,Metric Tonnes,5572.38,Rs./Quintal
Keralam,Vegetables,Potato,December-2024,5684.60,Metric Tonnes,3973.70,Rs./Quintal
Keralam,Vegetables,Tomato,December-2024,4547.33,Metric Tonnes,3349.67,Rs./Quintal
Keralam,Vegetables,Onion,January-2025,9910.35,Metric Tonnes,5124.94,Rs./Quintal
Keralam,Vegetables,Potato,January-2025,5482.76,Metric Tonnes,3563.63,Rs./Quintal
Keralam,Vegetables,Tomato,January-2025,4081.58,Metric Tonnes,2405.99,Rs./Quintal
Keralam,Vegetables,Onion,February-2025,9935.87,Metric Tonnes,4338.45,Rs./Quintal
Keralam,Vegetables,Potato,February-2025,5350.67,Metric Tonnes,3230.64,Rs./Quintal
Keralam,Vegetables,Tomato,February-2025,3962.04,Metric Tonnes,2321.89,Rs./Quintal
Keralam,Vegetables,Onion,March-2025,11570.24,Metric Tonnes,3352.27,Rs./Quintal
Keralam,Vegetables,Potato,March-2025,5890.84,Metric Tonnes,3081.09,Rs./Quintal
Keralam,Vegetables,Tomato,March-2025,4673.92,Metric Tonnes,2048.56,Rs./Quintal
Keralam,Vegetables,Onion,April-2025,11352.70,Metric Tonnes,2900.97,Rs./Quintal
Keralam,Vegetables,Potato,April-2025,5630.06,Metric Tonnes,3024.94,Rs./Quintal
Keralam,Vegetables,Tomato,April-2025,5447.03,Metric Tonnes,2104.95,Rs./Quintal
Keralam,Vegetables,Onion,May-2025,10924.16,Metric Tonnes,3106.30,Rs./Quintal
Keralam,Vegetables,Potato,May-2025,5577.96,Metric Tonnes,3096.72,Rs./Quintal
Keralam,Vegetables,Tomato,May-2025,4176.70,Metric Tonnes,2180.57,Rs./Quintal
Keralam,Vegetables,Onion,June-2025,10801.50,Metric Tonnes,3552.03,Rs./Quintal
Keralam,Vegetables,Potato,June-2025,5494.97,Metric Tonnes,3114.40,Rs./Quintal
Keralam,Vegetables,Tomato,June-2025,3882.32,Metric Tonnes,2734.48,Rs./Quintal
Keralam,Vegetables,Onion,July-2025,10365.70,Metric Tonnes,3585.30,Rs./Quintal
Keralam,Vegetables,Potato,July-2025,5330.02,Metric Tonnes,3165.04,Rs./Quintal
Keralam,Vegetables,Tomato,July-2025,4044.99,Metric Tonnes,3302.29,Rs./Quintal
Keralam,Vegetables,Onion,August-2025,10584.36,Metric Tonnes,3119.04,Rs./Quintal
Keralam,Vegetables,Potato,August-2025,5334.91,Metric Tonnes,3055.55,Rs./Quintal
Keralam,Vegetables,Tomato,August-2025,6517.89,Metric Tonnes,3793.74,Rs./Quintal
Keralam,Vegetables,Onion,September-2025,9903.07,Metric Tonnes,2871.56,Rs./Quintal
Keralam,Vegetables,Potato,September-2025,5068.03,Metric Tonnes,2916.54,Rs./Quintal
Keralam,Vegetables,Tomato,September-2025,4381.31,Metric Tonnes,2627.41,Rs./Quintal
